Drug ID	Drug Name	CAS Number	Chemical Name	New Molecular Entity	Drug Interactions	Comparative Efficacy	Highest Development Phase	Indication	Molecular Formula	Mechanism Of Action	Organisation	Pharmacodynamic Characteristics	Route Of Administration	Route Of Elimination	Pharmacokinetic Characteristics	Adverse Events	Therapeutic Class (EphMRA)	Therapeutic Class (WHO)	Synonyms/Brand Names	Antimicrobial Activity	Immunogenicity	Last Significant Update Date	Therapeutic Area	Orphan Designation	License Availability	Brands	On Fastrack	Fastrack country	On PRIME	PRIME country	Biomarkers-Inclusion	Biomarkers-Exclusion	Biomarkers-Outcome Measure	Biomarkers-Safety	Biomarkers-not specified	URL
800045571	Buprenorphine - Chiesi Farmaceutici	52485-79-7	"6,14-Ethenomorphinan-7-methanol,17-(cyclopropylmethyl)-_-(1,1-dimethylethyl)-4,5-epoxy-18,19-dihydro-3-hydroxy-6-methoxy-_-methyl-,[5-_,7-_-(S)]-"	No			Phase I/II	Substance-related disorders	C29 H41 N O4	"Nociceptin receptor agonists, Opioid delta receptor antagonists, Opioid kappa receptor antagonists, Opioid mu receptor antagonists"	"Chiesi (Originator), Chiesi (Owner), Thomas Jefferson University (Collaborator)"		Sublingual				"N2A (Narcotics), N7F (Drugs Used In Opioid Dependence)"	"N02A-E01 (Buprenorphine), N07B-C01 (Buprenorphine)"	Buprenorphine sublingual solution Chiesi Farmaceutici			24/07/2019	Drug Withdrawal				no		no							https://adis.springer.com/drugs/800045571?userId=52029392&bpIds=3004037004&checksum=a6f227e34d88683b3b23efc0a9a87560e6316ec4-1617045531973-2f37398b38ed83e3fb993bfe6d67baa0badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800055403	MUMO 1			Yes			Phase I	Pain		Sigma-1 receptor antagonists	"ESTEVE (Originator), ESTEVE (Owner), Purdue Pharma (Development Licensee)"		unspecified				N2 (Analgesics)	N02 (Analgesics)	"MuMo 1, MUMO1"			24/07/2019	Pain				no		no							https://adis.springer.com/drugs/800055403?userId=52029392&bpIds=3004037004&checksum=c84c23d29ce039fb7a813feb9831a656eecb9e34-1617045531974-d46a67ac9555c39c606de24d07d13675badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800041943	Research programme: sigma-1 receptor property enhancers - Esteve			Yes			Preclinical	Pain		Sigma-1 receptor modulators	"ESTEVE (Originator), ESTEVE (Owner), Purdue Pharma (Development Licensee)"		unspecified				N2 (Analgesics)	N02 (Analgesics)				24/07/2019	Pain				no		no							https://adis.springer.com/drugs/800041943?userId=52029392&bpIds=3004037004&checksum=3c7fe7b5722257d1825f428fe2b98367e6ea028d-1617045531975-8555722adaac2812ab61888f3646cc2abadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800042245	Sumatriptan succinate - Promius Pharma	103628-46-2	1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methylmethanesulfonamide	No			Marketed	Migraine	C14 H21 N3 O2 S	"Serotonin 1B receptor agonists, Serotonin 1D receptor agonists"	"Promius Pharma (Originator), Promius Pharma (Owner), Upsher-Smith (Market Licensee)"		SC				N2C (Anti-Migraine Preparations)	N02C-C01 (Sumatriptan)	"DFN11, ZEMBRACESymTouch"			23/07/2019	"Advances in the Treatment of Nausea and Migraine, Drug Delivery Systems"			ZEMBRACESymTouch	no		no							https://adis.springer.com/drugs/800042245?userId=52029392&bpIds=3004037004&checksum=128400bd2ea5cc91e5ccb8b03e2b20e964edac56-1617045531976-4c78380e1dab461df3ebc516f7726d73badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800002067	Research programme: adenosine A2A receptor antagonists - Kyowa Kirin			Yes			Discontinued (Preclinical)	"Parkinson's disease, Sleep disorders, Migraine"		Adenosine A2 receptor antagonists	"Kyowa Hakko (Originator), Kyowa Hakko Kirin - Mitsui Knowledge (JV) (Originator), Kyowa Kirin (Owner), Lundbeck A/S (Development Licensee)"		unspecified				"N2C (Anti-Migraine Preparations), N4 (Anti-Parkinson Drugs), N6A (Anti-Depressants and Mood Stabilisers), N6B (Psychostimulants)"	"N02C (Antimigraine Preparations), N04 (Anti-Parkinson Drugs), N06A-B (Selective serotonin reuptake inhibitors), N06A-X (Other antidepressants), N06B-A (Centrally acting sympathomimetics)"	K056			16/07/2019	"Advances in the Treatment of Nausea and Migraine, Anxiety Disorders, Parkinson's Disease and Movement Disorders"				no		no							https://adis.springer.com/drugs/800002067?userId=52029392&bpIds=3004037004&checksum=cb8e322b6e4af6d568353685638664eb9fdd13af-1617045531977-a77252626521a37ff355b2859f071aeabadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800029396	Research programme: neuropathic pain therapeutics - Kyowa Kirin			Yes			No development reported (Preclinical)	Neuropathic pain		Chemokine receptor antagonists	"Kyowa Hakko Kirin (Originator), Kyowa Kirin (Owner)"		unspecified				N2 (Analgesics)	N02 (Analgesics)	CompoundA			16/07/2019	Pain				no		no							https://adis.springer.com/drugs/800029396?userId=52029392&bpIds=3004037004&checksum=03ee78b6aa46d017a02e65ed2af7596b991361e4-1617045531977-875782e9f001104c9c83fedd3cccf433badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800037280	Hydrocodone/paracetamol controlled-release - Mallinckrodt		"(4R,4aR,7aR,12bS)-9-methoxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one / N-(4-hydroxyphenyl)acetamide"	No			Preregistration	"Acute pain, Musculoskeletal pain, Back pain"	C18 H21 N O3 . C8 H9 N O2	"Opioid receptor agonists, Prostaglandin receptor antagonists"	"Mallinckrodt Inc. (Originator), Mallinckrodt Inc. (Owner), Assertio Therapeutics (Technology Provider)"		PO			"Constipation, Dizziness, Headache, Nausea, Pruritus, Somnolence, Vomiting"	"N2A (Narcotics), N2B (Non-Narcotics and Anti-Pyretics)"	"N02A-F (Morphinan derivatives), N02B-E01 (Paracetamol)"	"Acetaminophen/hydrocodone controlled release Mallinckrodt, COV155, Hydrocodone bitartrate/acetaminophen extended release Mallinckrodt, Hydrocodone/acetaminophen controlled release Mallinckrodt, Hydrocodone/paracetamol controlled release Mallinckrodt, Hydrocodone/paracetamol CR Mallinckrodt, MNK155, Paracetamol/hydrocodone Mallinckrodt"			08/07/2019	"Musculoskeletal Disorders, Pain"				no		no							https://adis.springer.com/drugs/800037280?userId=52029392&bpIds=3004037004&checksum=f76b9c2058d08e56599ed4ab2f18199a4d00cabf-1617045531979-fda7e038742bafab2154d07d7190c9d5badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800015864	Fentanyl buccal - BioDelivery Sciences/TTY Biopharm	437-38-7	<EM>N</EM>-Phenyl-<EM>N</EM>-[1-(2-phenylethyl)-4-piperidinyl]propanamide	No			Marketed	Cancer pain	C22 H28 N2 O	Opioid mu receptor agonists	"QLT USA (Originator), BioDelivery Sciences International (Owner), Collegium Pharmaceutical (Licensee), Meda (Licensee), TTY Biopharm (Licensee)"		Buccal		Linear Kinetics (yes)	"Dehydration, Dizziness, Dyspnoea, Nausea, Somnolence, Vomiting"	N2A (Narcotics)	N02A-B03 (Fentanyl)	"BEMAFentanyl, Breakyl, Fentanyl buccal soluble film, Fentanyl transmucosal BioDelivery Sciences, Onsolis, Painkyl"			08/07/2019	"Drug Delivery Systems, Pain"		"BioDelivery Sciences International |  | Unspecified | Canada, Mexico, USA | 27 Jan 2015"	"Breakyl, Onsolis, Onsolis, Painkyl"	no		no		"A1AT, acireductone dioxygenase 1, ephrin A5, Norepinephrine"	small proline rich protein 2A	"A1AT, absent in melanoma 2, acireductone dioxygenase 1, ACTH, Adiponectin, ASPA, ATP binding cassette subfamily C member 3, CD3d, CD3e, CD3g, CD4, CD8a, COMT, CRP, CXCL10, ephrin A5, GTP cyclohydrolase 1, HIF, Hydrocortisone, IFN-gamma, IL1 beta, IL10, IL13, IL17, IL4, IL5, IL6, IL8, integrin, alpha M (complement component 3 receptor 3 subunit), MCP1, melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor), MIP-1 alpha, MMP-2, Norepinephrine, OPRM1, Prader Willi/Angelman region RNA 5, Procalcitonin, proteasome 26S subunit, non-ATPase 1, small proline rich protein 2A, TGF-beta, TNF-alpha, VEGF-A, VEGF-C, WDFY family member 4, Xanthine oxidase"	VEGF-A	"BNP, CD27 molecule, CD28 molecule, CD45, CXCL12, HLA-DR, HMGB1, IL12A, IL12B, Insulin, interleukin 33, myelin basic protein, PSA, troponin I, cardiac, vasodilator-stimulated phosphoprotein"	https://adis.springer.com/drugs/800015864?userId=52029392&bpIds=3004037004&checksum=05a46bd1486044e8742ab8a4eb98fd9799da506d-1617045531981-5cbb836d9c79aedf72683ad5c51fa1eabadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800038509	ALLOD 2			No			Phase II/III	"Back pain, Migraine, Adjustment disorders"		"Cyclo-oxygenase 2 inhibitors, Cytokine inhibitors"	"Allodynic Therapeutics (Originator), Allodynic Therapeutics (Owner)"		PO				"N2 (Analgesics), N7 (Other CNS Drugs)"	"N02 (Analgesics), N07 (Other Nervous System Drugs)"	"ALLOD2, ALLOD2H, ATNC 05"			05/07/2019	"Advances in the Treatment of Nausea and Migraine, Affective Disorders, Pain"				no		no			AFP	Bilirubin			https://adis.springer.com/drugs/800038509?userId=52029392&bpIds=3004037004&checksum=a2c346b231db448610dfde2d965a11ac9eb4e5af-1617045531982-4e768455199eeecf67496d1f77a3684abadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800054982	Propofol hemisuccinate - Epalex			No			Preclinical	"Epilepsy, Migraine"		GABA A receptor agonists	"Epalex (Originator), Epalex (Owner), Epilepsy Foundation (Funder), National Institutes of Health (USA) (Funder), University of California, Davis (Funder), University of California, Davis (Collaborator)"		"Inhalation, PO"				"N2C (Anti-Migraine Preparations), N3A (Anti-Epileptics)"	"N02C (Antimigraine Preparations), N03A (Antiepileptics)"	"EP102 Epalex, EP103 Epalex"			04/07/2019	"Advances in the Treatment of Nausea and Migraine, Epilepsy and Seizure Disorders"				no		no							https://adis.springer.com/drugs/800054982?userId=52029392&bpIds=3004037004&checksum=012c8e456616e125c9519a81c3ca305378e9adec-1617045531983-b30f81fe845b33f1213d21927d1a19afbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800021185	Pegcantratinib - Sienna Biopharmaceuticals	1233363-33-1	"(+)-9,12(<EM>R</EM>)-Epoxy-9(<EM>S</EM>)-methyl-10(<EM>R</EM>)-[<EM>N</EM>-[(PEG<SUB>2_</SUB>)methoxypolyethyleneglycol]carbamoyloxy]-1-oxo-2,3,9,10,11,12-hexahydro-1<EM>H</EM>-diindolo[1,2,3-<EM>fg</EM>:3',2',1'-<EM>kl</EM>]-pyrrolo[3,4-<EM>i</EM>][1,6]benzodiazocine-10-carboxylic acid methyl ester"	Yes			Phase II	"Atopic dermatitis, Plaque psoriasis, Pruritus, Neuropathic pain"	C30 H24 N4 O6(C2 H4 O)n	TrkA receptor antagonists	"Cephalon (Originator), Teva Pharmaceutical Industries (Owner), Sienna Biopharmaceuticals (Licensee), Rockefeller University (Collaborator)"		Topical			"Dermatitis, Pruritus, Psoriasis"	"D4A (Anti-Pruritics, Including Topical Antihistamines, Anaesthetics, etc), D5A (Topical Antipsoriasis Products), N2 (Analgesics)"	"D04A-X (Other antipruritics), D05A-X (Other antipsoriatics for topical use), N02 (Analgesics)"	"CT 301/P, CT 327, K252aPEG2K, Pegylated K252A, SNA120"			04/07/2019	"Pain, Skin Disorders"				no		no							https://adis.springer.com/drugs/800021185?userId=52029392&bpIds=3004037004&checksum=df9c8e395c1f538783f49605681e4dd7c75df226-1617045531985-15a32ad52462351152b01e1a74ae8b4cbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800027939	Hydrocodone/ibuprofen - Kowa Pharmaceuticals America		"(4R,4aR,7aR,12bS)-9-methoxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one / 2-[4-(2-methylpropyl)phenyl]propanoic acid"	No			Marketed	Acute pain	C18 H21 N O3 . C13 H18 O2	"Cyclooxygenase inhibitors, Opioid receptor agonists"	"ProEthic Pharmaceuticals (Originator), Kowa Pharmaceuticals America (Owner)"		PO				"N2A (Narcotics), N2B (Non-Narcotics and Anti-Pyretics)"	"M02A-A13 (Ibuprofen), N02A-F (Morphinan derivatives)"				03/07/2019	Pain				no		no							https://adis.springer.com/drugs/800027939?userId=52029392&bpIds=3004037004&checksum=eda6d515351757ab5d269f7090d70982b4b87085-1617045531986-ca985b082f386fbcadd558b0d58620aabadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800032350	Tilidine - Aoxing	20380-58-9	"3-Cyclohexene-1-carboxylic acid, 2-(dimethylamino)-1-phenyl-, ethyl ester, (1R,2S)-rel-"	Yes			Marketed	"Postoperative pain, Cancer pain"	C17 H23 N 02	Opioid receptor agonists	"Aoxing Pharmaceutical Company (Originator), Aoxing Pharmaceutical Company (Owner), American Oriental Bioengineering (Collaborator)"		PO				N2A (Narcotics)	N02A-X01 (Tilidine)	Tilidate Aoxing			02/07/2019	Pain		"Aoxing Pharmaceutical Company | Cancer pain, Postoperative pain | Phase III |  | 28 Apr 2010"		no		no							https://adis.springer.com/drugs/800032350?userId=52029392&bpIds=3004037004&checksum=7e759a065f3de1240e0230d38c5a62751cec94aa-1617045531987-16d2979c9428560875f8d386f9cd1d0fbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800049421	QBM 001			No			Preclinical	Pervasive child development disorders		Undefined mechanism	"Q BioMed (Originator), Q BioMed (Owner), Sphaera Pharma (Collaborator), SRI International (Collaborator)"		unspecified				"N2C (Anti-Migraine Preparations), N7 (Other CNS Drugs)"	"M01A-G (Fenamates), N02C (Antimigraine Preparations), N07 (Other Nervous System Drugs)"	QBM001			02/07/2019	"Affective Disorders, Psychotic Disorders"		Q BioMed |  | Phase I |  | 04 Jun 2019		no		no							https://adis.springer.com/drugs/800049421?userId=52029392&bpIds=3004037004&checksum=bc14dc5a5f6d9880abdedcacd3e1d5b68e618107-1617045531988-4c6869c0d7e2e93eb3cc062f3443cd24badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800044527	Research programme: ASK1 inhibitors - Calchan			Yes			No development reported (Preclinical)	"Inflammation, Pain"		MAP kinase kinase kinase 5 inhibitors	"Calchan (Originator), Calchan (Owner)"		PO				"L (Antineoplastic and Immunomodulating Agents), N2 (Analgesics)"	"L (Antineoplastic and Immunomodulating Agents), N02 (Analgesics)"				28/06/2019	"Inflammation, Pain"				no		no							https://adis.springer.com/drugs/800044527?userId=52029392&bpIds=3004037004&checksum=2dc054416acf17f849fdfdb2184cb184c4e5e6cd-1617045531989-46f26fbee92771d6e0b89a90483651fbbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800045272	Huwentoxin-I			Yes			No development reported (Clinical)	Pain		N type calcium channel antagonists	"Xiamen Bioway Biotech (Originator), Sinobioway Bio-medicine (Owner), Hunan Normal University (Collaborator)"		Intrathecal				N2 (Analgesics)	N02 (Analgesics)	"HWAPI, HWTXI"			28/06/2019	Pain				no		no							https://adis.springer.com/drugs/800045272?userId=52029392&bpIds=3004037004&checksum=68eddf35dc4a9a66cf2d553e2d8e99e5c323a1ac-1617045531989-78cec82a24020242191b5e18c70eb48abadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800038300	Research programme: melanotransferrin conjugated therapeutics - biOasis/MedImmune			Yes			No development reported (Preclinical)	Neuropathic pain		"Biological transport stimulants, Transferrin-binding protein modulators"	"MedImmune (Originator), MedImmune (Owner), biOasis Technologies (Technology Provider), biOasis Technologies (Collaborator)"		Parenteral				"N (Nervous System), N2 (Analgesics)"	"N (Nervous System), N02 (Analgesics)"				28/06/2019	Pain				no		no							https://adis.springer.com/drugs/800038300?userId=52029392&bpIds=3004037004&checksum=a3edf3925ec51f2cac22478b3e4906bc626cc5bf-1617045531990-f971e761d1955133d07e873d45e0e4abbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800045293	Ibuprofen topical - Crescita Therapeutics	15687-27-1	"Benzeneacetic acid, alpha-methyl-4-(2-methylpropyl)-"	No			No development reported (I)	Acute pain	C13-H18-O2	Cyclooxygenase inhibitors	"Nuvo Research (Originator), Crescita Therapeutics (Owner)"		Topical				"M1 (Anti-Inflammatory and Anti-Rheumatic Products), N2 (Analgesics)"	"M01A-E01 (Ibuprofen), N02 (Analgesics)"	"Ibufoam, Topical ibuprofen foam Crescita Therapeutics"			28/06/2019	Pain		Crescita Therapeutics |  | Unspecified |  | 20 Aug 2015		no		no		"C-peptide, opsin 1 (cone pigments), long-wave-sensitive"	peroxisome proliferator-activated receptor gamma	"A1C, ACTH, adrenoceptor alpha 1D, Arachidonic acid, C-peptide, Calprotectin, CD34, CRP, CXCL10, Elastase, Endothelin 1, ER alpha, Estrone sulfate, Ferritin, IFN-gamma, IL1 beta, IL17, IL2, IL5, IL6, IL8, LTB4, Nitric Oxide, NOX2-dp, nuclear prelamin A recognition factor like, peroxisome proliferator-activated receptor gamma, PGE2, Prostacyclin, proteasome subunit alpha 7, Pulmonary disease, chronic obstructive, severe early-onset, RNA, Ro-associated Y1, secretoglobin, family 1A, member 1, sex hormone-binding globulin, Soluble transferrin receptor, submaxillary gland androgen regulated protein 3B, Surfactant protein D, Thromboxane, TNF-alpha"	"A1C, C-peptide, Calprotectin, IFN-gamma, IL1 beta, IL17, IL2, IL5, TNF-alpha"	"Aldosterone, Calreticulin, CD4, CD68, CD8a, Creatinine, CTx, CYP2C9, cytochrome P450 family 2 subfamily C member 8, delta like canonical Notch ligand 4, endothelin receptor type A, F2-isoprostanes, GAD Auto-antibodies, Hepcidin, IGF1, IL10, IL13, IL4, Lactate dehydrogenase, MCP1, miR-146a, OPRM1, PAI-1, PGD2, PGE1, PICP, PIIINP, PINP, Renin, Thromboxane B2, TNFRSF1A, TNFRSF1B, VEGF-A"	https://adis.springer.com/drugs/800045293?userId=52029392&bpIds=3004037004&checksum=2c033a0af2070697b414f26448aae8f343892750-1617045531992-417f86a122cd41cc237b8f9c7b968182badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800055198	Research Programme: oral cannabinoid therapeutics - Receptor Life Sciences			No			Preclinical	Unspecified		Cannabinoid receptor modulators	"Receptor Life Sciences (Originator), Receptor Life Sciences (Owner)"		PO					"N02B-G10 (Cannabinoids, including nabiximols)"				27/06/2019					no		no							https://adis.springer.com/drugs/800055198?userId=52029392&bpIds=3004037004&checksum=c65eaf0e929cdddd1d49ceaa9ac748431ddf74d1-1617045531993-1b47e970187eb7e9be3f2a9d94f58feebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800030360	Morphine extended release - Assertio Therapeutics			No			Market Withdrawal	Pain		Opioid mu receptor agonists	"Egalet (Originator), Zyla Life Sciences (Owner)"		PO				N2A (Narcotics)	N02A-A01 (Morphine)	"ARYMO, ARYMO ER, Egalet Morphine, Egalet001, EGP113, EGPO66 Morphine, Morphine sulfate Assertio Therapeutics"			25/06/2019	Pain			"ARYMO, ARYMO ER, Egalet Morphine"	no		no		OPRM1	"CYP2D6, UDP glucuronosyltransferase family 2 member B7"	"5-hydroxytryptamine receptor 3B, ACTH, Annexin A5, arrestin, beta 2, BNP, CD3d, CD3e, CD3g, CD4, CD56, CD8a, CKB, CKM, COMT, D-dimer, EH domain containing 2, hyaluronan synthase 3, Hydrocortisone, IL10, IL17, IL6, KRAS, Leptin, LIM homeobox transcription factor 1, beta, MDR1, Morphine-3-glucuronide, natural killer cell triggering receptor, NRAS, OPRM1, Prolactin, purinergic receptor P2Y12, sphingolipid transporter 1 (putative), symplekin, Testosterone, TNF-alpha, troponin I, cardiac, UDP glucuronosyltransferase family 2 member B7, vasodilator-stimulated phosphoprotein"	"ACTH, CD3e, CD4, CD56, CD8a, Hydrocortisone, Prolactin"	"CEA, CRP, Cytokeratin 20, exo/endonuclease G, GM-CSF, HIF, IL1 beta, IL2, IL4, IL5, IL8, Luteinizing hormone, PGE2, Retinoyl b-glucuronide, VEGF-A"	https://adis.springer.com/drugs/800030360?userId=52029392&bpIds=3004037004&checksum=ef723ab6f4a6eee74ad08871077b3b16f0da43d5-1617045531995-0f0ee9587606fc96103c3f374a747b16badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800033035	Naproxen - Iroko Pharmaceuticals	22204-53-1	(+)-(S)-6-Methoxy-_-methyl-2-naphthaleneacetic acid	No			Discontinued (II)	"Musculoskeletal pain, Dental pain"	C14 H14 O3	Cyclooxygenase inhibitors	"iCeutica (Originator), Egalet (Owner), Iroko Pharmaceuticals (Licensee)"		PO				"M1A1 (Anti-rheumatics, non-steroidal plain), N2 (Analgesics)"	"M01A-E02 (Naproxen), N02 (Analgesics)"	"IP 890, Nanoformulated naproxen Iroko Pharmaceuticals, SoluMatrix Naproxen"			25/06/2019	Pain		Zyla Life Sciences |  | Unspecified |  | 31 Dec 2018		no		no		"interferon, beta 1, fibroblast, metaxin 1, Uric acid"	"arachidonate 5-lipoxygenase, Estradiol-17beta 3-sulfate, interferon, beta 1, fibroblast, metaxin 1, NGF, proline rich protein BstNI subfamily 3"	"ApoE, arachidonate 5-lipoxygenase, Arachidonic acid, BNP, CD4, CRP, cytokine inducible SH2-containing protein, E-selectin, ER alpha, Estradiol-17beta 3-sulfate, Fibrinogen, ICAM-1, interferon, beta 1, fibroblast, Leukotriene E4, metaxin 1, MPO, NGF, Niacinamide, Paraoxonase 1, paraoxonase 2, pescadillo ribosomal biogenesis factor 1, PGE2, proline rich protein BstNI subfamily 3, TNF-alpha, Uric acid, Valproic acid glucuronide, VCAM-1, Von Willebrand factor"	CD4	"Ferritin, HLA-DR, Thromboxane B2"	https://adis.springer.com/drugs/800033035?userId=52029392&bpIds=3004037004&checksum=b18598a89d376cb19bde9ec268cd22b29841a94d-1617045531996-996f7c539040f961970ffe5ed32a2427badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800024626	Research programme: pain therapies - ASINEX/Ingenium			No			No development reported (Preclinical)	Pain			"ASINEX (Originator), Ingenium Pharmaceuticals AG (Originator), ASINEX (Owner), Vivoryon Therapeutics (Owner)"		unspecified				N2 (Analgesics)	N02 (Analgesics)				17/06/2019	Pain				no		no							https://adis.springer.com/drugs/800024626?userId=52029392&bpIds=3004037004&checksum=d2ded7bd4b2b8ded11d3283acfd8c8411e45975b-1617045531997-d9e9b0eb09692dd3d27c0d3067143b71badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800055003	NFX 88	56472-29-8	(Z)-2-hydroxyoctadec-9-enoic acid	Yes			Phase II	Neuropathic pain	C18 H34 O3	"G protein-coupled receptor modulators, Phospholipase A1 inhibitors, Phospholipase A2 inhibitors, Prostaglandin-E synthase inhibitors"	"Neurofix Pharma (Originator), Neurofix Pharma (Owner)"		PO				N2 (Analgesics)	N02 (Analgesics)	"2OHOA Neurofix Pharma, NFX88"			17/06/2019	Pain				no		no							https://adis.springer.com/drugs/800055003?userId=52029392&bpIds=3004037004&checksum=1483fbcbde2ba3da2588fe007e72b5a15b64df33-1617045531998-6fd6a540b1c7d6cb1c702ba85c9c320abadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800018573	Research programme: pain therapeutics - Elan/Ingenium			No			No development reported (Preclinical)	"Inflammation, Pain, Neuropathic pain"		Undefined mechanism	"Elan Corporation (Originator), Ingenium Pharmaceuticals AG (Originator), Elan Corporation (Owner), Vivoryon Therapeutics (Owner)"		unspecified				"M1 (Anti-Inflammatory and Anti-Rheumatic Products), N2 (Analgesics)"	"M01 (Antiinflammatory and Antirheumatic Products), N02 (Analgesics)"				17/06/2019	"Inflammation, Pain"				no		no							https://adis.springer.com/drugs/800018573?userId=52029392&bpIds=3004037004&checksum=4294472f1e3e9f000eb38b22ad2f83004cfc68d4-1617045531999-5a43fe72e410e2aea6313b3445feecfabadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800045157	Rizatriptan orally-dissolving film - NAL Pharma	144034-80-0	"1H-Indole-3-ethanamine, N,N-dimethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-"	No			No development reported (Clinical)	Migraine	C15 H19 N5	"Serotonin 1B receptor agonists, Serotonin 1D receptor agonists"	"NAL Pharma (Originator), NAL Pharma (Owner)"		Sublingual				N2C1 (Antimigraine triptans)	N02C-C04 (Rizatriptan)	"NAL1606, Rizatriptan benzoate NAL Pharma, Rizatriptan ODF"			28/05/2019	"Advances in the Treatment of Nausea and Migraine, Drug Delivery Systems"		NAL Pharma | Migraine | Unspecified | World | 21 Apr 2016		no		no							https://adis.springer.com/drugs/800045157?userId=52029392&bpIds=3004037004&checksum=f45bf69841fc9c208c5335b9ac91bff1897c4443-1617045532000-7cf919ef8d261c8e83decf0b720134fdbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800030817	Calcitonin intranasal - Neurelis	9007-12-9		No			No development reported (I)	Cancer pain		Calcitonin receptor agonists	"Aegis Therapeutics (Originator), Neurelis (Owner)"		Intranasal				N2 (Analgesics)	N02 (Analgesics)				28/05/2019	Pain				no		no							https://adis.springer.com/drugs/800030817?userId=52029392&bpIds=3004037004&checksum=efbd9ca2b7ab2aa8a2f6ce4951edc2caf30c7fc0-1617045532000-101d4471190204829e864d91bd57296abadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800033384	Research programme: positive allosteric modulators - Proximagen			Yes			Preclinical	"Parkinson's disease, Cognition disorders"		"Alpha7 nicotinic acetylcholine receptor modulators, Dopamine D1 receptor agonists"	"GlaxoSmithKline (Originator), GlaxoSmithKline (Owner), Proximagen (Licensee)"		unspecified				"N2 (Analgesics), N4 (Anti-Parkinson Drugs), N6D (Nootropics), N7D (Anti-Alzheimer Products)"	"N02 (Analgesics), N04 (Anti-Parkinson Drugs), N06D (Anti-Dementia Drugs)"				28/05/2019	"Alzheimer's Disease and Cognition Disorders, Parkinson's Disease and Movement Disorders"				no		no							https://adis.springer.com/drugs/800033384?userId=52029392&bpIds=3004037004&checksum=06e2ce0f5efdf4436577241a2fa55087297164c0-1617045532001-376a1314cce91f3f86431696da67e870badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
